sales_sk,sales_id,customer_sk,product_sk,store_sk,salesperson_sk,campaign_sk,total_amount,date_sk,time_sk
906,SALES_0000906,4443,84,57,1798,2,2189.58,52,909
907,SALES_0000907,96417,65,429,1009,35,1377.75,319,1373
908,SALES_0000908,38293,68,214,1264,35,2772.41,314,1101
909,SALES_0000909,24820,168,70,263,4,4800.29,71,1176
910,SALES_0000910,34167,92,331,736,5,3671.48,129,1120
911,SALES_0000911,96256,14,496,1938,27,4639.62,214,234
912,SALES_0000912,76255,165,52,1614,18,1209.95,211,1298
913,SALES_0000913,91755,193,300,1389,1,4514.75,39,522
914,SALES_0000914,48236,33,366,1926,2,1071.88,48,1168
915,SALES_0000915,67653,65,274,198,43,1181.14,125,263
916,SALES_0000916,29681,94,480,804,32,2102.66,298,1365
917,SALES_0000917,3596,36,465,1657,21,1799.09,231,683
918,SALES_0000918,85908,163,236,146,6,1941.5,99,1194
919,SALES_0000919,5399,118,142,182,9,2937.3,124,650
920,SALES_0000920,47857,75,399,543,37,4086.28,104,535
921,SALES_0000921,48358,127,478,1063,31,3148.24,276,159
922,SALES_0000922,54790,45,123,902,39,2628.47,320,23
923,SALES_0000923,63798,56,421,1486,27,2351.45,283,41
924,SALES_0000924,68079,38,415,100,44,4791.22,251,1373
925,SALES_0000925,3402,145,33,295,50,1685.96,341,914
926,SALES_0000926,80015,70,113,944,5,3136.98,129,486
927,SALES_0000927,34720,92,273,312,27,1771.75,237,19
928,SALES_0000928,4445,43,372,1345,10,3907.14,190,600
929,SALES_0000929,90600,154,356,1401,30,4898.77,237,1025
930,SALES_0000930,41707,196,440,1926,25,4195.25,285,1073
931,SALES_0000931,19173,88,251,1446,10,2275.73,193,213
932,SALES_0000932,70271,11,170,969,34,806.49,254,1214
933,SALES_0000933,47866,31,68,605,31,2341.87,297,1221
934,SALES_0000934,80370,50,276,1385,25,1041.24,242,1122
935,SALES_0000935,82858,61,466,1316,3,4246.24,48,716
936,SALES_0000936,47929,30,428,312,3,695.34,68,339
937,SALES_0000937,73589,80,303,429,50,3856.13,350,783
938,SALES_0000938,85881,125,462,1211,31,4199.16,278,1072
939,SALES_0000939,82813,58,119,225,45,2348.15,284,230
940,SALES_0000940,33085,186,450,1751,6,2857.7,101,748
941,SALES_0000941,733,137,192,1951,43,1502.25,91,973
942,SALES_0000942,70433,187,346,331,20,2574.8,274,1004
943,SALES_0000943,50543,9,441,1516,26,2441.95,237,556
944,SALES_0000944,69771,134,288,1504,38,525.6,275,374
945,SALES_0000945,20769,208,454,1864,30,3750.17,256,984
946,SALES_0000946,68075,141,272,879,45,1841.34,345,235
947,SALES_0000947,31224,64,379,1823,19,2515.29,238,864
948,SALES_0000948,47827,128,467,267,35,4145.92,291,325
949,SALES_0000949,739,70,143,1340,3,4486.72,46,242
950,SALES_0000950,97314,151,19,706,8,1395.84,52,470
951,SALES_0000951,71255,20,415,1214,28,1402.32,267,986
952,SALES_0000952,62225,123,269,1070,7,3171.2,163,926
953,SALES_0000953,37154,105,166,1427,33,2774.2,310,870
954,SALES_0000954,96776,115,106,746,3,2109.84,45,1265
955,SALES_0000955,16423,177,333,1389,27,3412.89,213,430
956,SALES_0000956,52642,28,321,1951,41,3401.04,323,630
957,SALES_0000957,71582,89,117,1717,4,4050.34,64,921
958,SALES_0000958,31729,105,30,1069,12,4125.03,193,1029
959,SALES_0000959,43883,194,460,1400,19,2995.83,245,1112
960,SALES_0000960,65817,159,24,1073,5,537.06,122,762
961,SALES_0000961,62236,185,265,63,3,3237.35,74,318
962,SALES_0000962,68370,146,391,263,41,3357.75,321,1439
963,SALES_0000963,40755,139,366,1175,23,990.83,274,198
964,SALES_0000964,89027,203,12,1963,13,975.56,220,1434
965,SALES_0000965,52949,130,320,1071,25,860.62,232,298
966,SALES_0000966,92567,171,345,1654,15,891.41,148,1201
967,SALES_0000967,24877,138,240,1528,16,1004.2,234,37
968,SALES_0000968,89563,205,232,876,3,2183.79,82,1113
969,SALES_0000969,78429,177,24,1102,28,4524.28,139,1198
970,SALES_0000970,1485,86,150,1278,40,577.73,333,889
971,SALES_0000971,93075,52,117,555,17,4816.13,231,274
972,SALES_0000972,16472,194,115,1948,18,827.46,211,683
973,SALES_0000973,11265,185,356,678,22,3443.98,266,472
974,SALES_0000974,75197,182,186,1217,40,2397.9,329,505
975,SALES_0000975,52621,13,235,236,20,4702.42,270,1059
976,SALES_0000976,3166,130,499,610,27,4732.76,248,1156
977,SALES_0000977,99430,109,295,566,39,2358.92,322,824
978,SALES_0000978,35697,30,177,48,18,3269.77,246,1122
979,SALES_0000979,46230,16,7,1299,43,1529.91,337,518
980,SALES_0000980,13604,146,294,1516,2,584.5,38,817
981,SALES_0000981,34623,85,35,1881,17,3374.98,217,29
982,SALES_0000982,45769,206,496,1574,18,4973.83,196,533
983,SALES_0000983,51716,61,247,1091,42,3657.17,315,357
984,SALES_0000984,11249,79,417,305,20,3745.09,269,509
985,SALES_0000985,10133,177,375,1538,12,1099.13,144,851
986,SALES_0000986,76770,165,245,868,28,3689.08,196,846
987,SALES_0000987,86605,135,393,1610,41,657.04,325,1395
988,SALES_0000988,36356,177,339,898,2,2335.84,40,1165
989,SALES_0000989,89140,20,107,1414,11,3653.0,187,406
990,SALES_0000990,37569,57,18,475,13,3144.27,77,572
991,SALES_0000991,50704,73,365,879,23,1539.15,235,1104
992,SALES_0000992,33174,183,496,1418,46,2860.65,268,949
993,SALES_0000993,26154,125,480,1332,50,3714.06,289,1267
994,SALES_0000994,71461,104,60,1304,10,2942.19,188,759
995,SALES_0000995,12882,165,281,1802,50,3529.61,327,413
996,SALES_0000996,53040,31,4,168,25,3629.78,218,371
997,SALES_0000997,34828,71,243,1674,46,3208.01,261,1123
998,SALES_0000998,65783,9,41,522,13,1521.72,210,1189
999,SALES_0000999,69495,23,425,879,17,4473.35,244,924
1000,SALES_0001000,54773,163,233,349,14,4664.37,217,724
1001,SALES_0001001,11458,136,60,596,10,974.45,168,775
1002,SALES_0001002,2930,202,348,361,11,1457.44,194,1363
1003,SALES_0001003,89527,146,137,944,29,3843.05,297,812
1004,SALES_0001004,48550,152,339,1953,3,3846.27,66,55
1005,SALES_0001005,4367,129,77,193,5,3006.58,124,1361
1006,SALES_0001006,18082,107,73,1024,22,3782.82,207,1263
1007,SALES_0001007,35513,164,240,1531,14,744.05,204,996
1008,SALES_0001008,88111,190,119,1235,35,4889.11,304,1288
1009,SALES_0001009,15117,42,479,903,16,1798.32,135,634
1010,SALES_0001010,53984,148,470,585,50,2213.93,285,957
1011,SALES_0001011,726,48,151,1912,33,3539.19,313,1110
1012,SALES_0001012,78685,106,98,542,12,2630.85,150,6
1013,SALES_0001013,88263,77,154,359,34,3340.34,291,946
1014,SALES_0001014,53721,107,51,1196,29,4149.02,296,396
1015,SALES_0001015,89581,23,97,573,22,2261.85,172,1349
1016,SALES_0001016,1101,153,188,116,2,561.13,43,240
1017,SALES_0001017,42888,195,210,473,7,4873.0,161,1358
1018,SALES_0001018,30003,35,40,819,10,1996.02,162,360
1019,SALES_0001019,85829,21,161,438,37,3763.0,146,371
1020,SALES_0001020,64275,109,307,1123,15,2845.21,163,1004
1021,SALES_0001021,88675,79,447,175,34,1797.37,281,1415
1022,SALES_0001022,94155,174,438,691,1,876.33,41,1362
1023,SALES_0001023,44145,61,251,1506,2,2117.23,33,609
1024,SALES_0001024,20935,198,406,301,2,2784.52,41,901
1025,SALES_0001025,60311,137,495,135,6,4144.68,125,837
1026,SALES_0001026,97145,167,41,1976,27,546.68,219,1058
1027,SALES_0001027,71891,190,205,337,29,4082.05,299,1378
1028,SALES_0001028,1030,120,281,1163,19,1029.55,234,596
1029,SALES_0001029,56056,151,285,886,9,4067.1,160,143
1030,SALES_0001030,84115,83,396,674,43,4431.83,328,360
1031,SALES_0001031,52159,41,318,405,7,3227.63,59,387
1032,SALES_0001032,47202,118,221,1119,20,3381.43,270,667
1033,SALES_0001033,74050,93,117,1180,16,1648.49,229,849
1034,SALES_0001034,14285,142,276,480,24,1674.7,168,261
1035,SALES_0001035,17812,9,443,157,9,3224.77,148,1301
1036,SALES_0001036,1295,64,417,933,42,2872.99,229,74
1037,SALES_0001037,7638,33,427,1740,3,3829.32,59,187
1038,SALES_0001038,47383,184,235,479,7,4914.56,152,631
1039,SALES_0001039,50523,83,140,435,10,4232.4,175,502
1040,SALES_0001040,29731,185,209,1203,8,2038.99,66,1360
1041,SALES_0001041,8192,180,437,397,32,500.39,288,1145
1042,SALES_0001042,21573,51,467,1341,1,1694.98,39,1142
1043,SALES_0001043,33244,1,466,1485,5,1294.87,105,1197
1044,SALES_0001044,488,6,47,1220,3,4311.44,81,887
1045,SALES_0001045,37257,201,419,233,28,3662.61,51,1372
1046,SALES_0001046,26991,57,250,1463,42,1340.66,286,317
1047,SALES_0001047,6827,153,492,353,31,3958.19,270,407
1048,SALES_0001048,60197,134,417,1901,11,1179.18,135,1239
1049,SALES_0001049,59923,91,264,1087,16,1380.72,148,1202
1050,SALES_0001050,16317,19,217,311,38,3144.37,266,553
1051,SALES_0001051,19978,192,63,466,8,4807.63,54,225
1052,SALES_0001052,83607,24,206,539,32,1837.35,288,342
1053,SALES_0001053,25622,94,185,1778,38,4926.3,318,1036
1054,SALES_0001054,99038,154,193,1219,26,3219.84,226,958
1055,SALES_0001055,8129,71,255,1886,20,4968.32,270,257
1056,SALES_0001056,82913,15,158,887,10,4606.48,196,826
1057,SALES_0001057,52384,163,319,65,40,4210.84,325,551
1058,SALES_0001058,1430,104,371,615,3,4204.86,73,679
1059,SALES_0001059,6177,83,97,1936,40,3847.67,337,505
1060,SALES_0001060,32086,93,442,1408,6,4823.1,143,1287
1061,SALES_0001061,13828,59,408,343,30,1183.58,261,228
1062,SALES_0001062,86064,72,278,567,45,3177.54,333,457
1063,SALES_0001063,63292,45,104,181,7,2664.6,34,211
1064,SALES_0001064,82660,62,281,96,12,3096.36,184,417
1065,SALES_0001065,25503,124,340,1562,39,4074.69,333,1087
1066,SALES_0001066,3512,181,145,1511,14,3914.54,218,1223
1067,SALES_0001067,56865,62,203,1190,10,817.46,161,208
1068,SALES_0001068,89620,204,416,1611,9,2149.29,148,750
1069,SALES_0001069,88002,66,463,1030,1,3745.21,38,888
1070,SALES_0001070,84079,5,60,285,30,4998.62,259,584
1071,SALES_0001071,1218,1,210,694,39,2867.17,332,406
1072,SALES_0001072,67104,183,357,537,35,3911.79,296,696
1073,SALES_0001073,84450,141,354,83,3,3155.74,74,1205
1074,SALES_0001074,1286,26,22,527,35,1983.58,282,338
1075,SALES_0001075,4221,172,136,713,47,814.68,340,1167
1076,SALES_0001076,83658,169,139,803,10,2958.05,188,1236
1077,SALES_0001077,39050,92,367,1306,10,2219.26,182,779
1078,SALES_0001078,83678,120,196,1475,12,1099.02,78,1079
1079,SALES_0001079,983,96,188,97,15,3629.64,221,488
1080,SALES_0001080,72381,75,389,1888,17,3317.25,209,1371
1081,SALES_0001081,9338,146,13,1637,40,3876.96,331,905
1082,SALES_0001082,41487,58,152,190,4,1151.07,54,127
1083,SALES_0001083,39256,169,484,550,23,2013.1,150,952
1084,SALES_0001084,77835,64,186,727,36,3498.06,300,476
1085,SALES_0001085,22311,152,2,1514,30,4409.89,235,223
1086,SALES_0001086,96587,38,8,1911,49,2064.56,254,347
1087,SALES_0001087,81211,20,109,1793,17,3223.33,235,592
1088,SALES_0001088,55433,115,227,831,50,3538.31,317,597
1089,SALES_0001089,68857,4,482,1192,39,3601.98,329,806
1090,SALES_0001090,91956,98,383,583,30,2362.06,292,219
1091,SALES_0001091,97424,88,461,580,43,1768.75,244,301
1092,SALES_0001092,47583,90,93,450,33,3962.01,312,1254
1093,SALES_0001093,66504,146,183,853,16,1896.25,214,683
1094,SALES_0001094,93998,179,380,176,16,1661.1,126,1405
1095,SALES_0001095,60728,121,371,961,7,2277.7,34,15
1096,SALES_0001096,70842,129,410,77,6,1530.38,137,933
1097,SALES_0001097,87271,41,105,716,48,3110.37,352,512
1098,SALES_0001098,19495,59,160,328,49,4778.47,112,383
1099,SALES_0001099,1509,123,215,1172,28,2865.86,162,837
1100,SALES_0001100,74527,99,305,1150,47,4517.36,322,333
1101,SALES_0001101,48984,169,326,1323,8,602.47,107,589
1102,SALES_0001102,32224,35,386,600,43,4806.4,117,675
1103,SALES_0001103,47102,27,442,81,16,2345.44,136,484
1104,SALES_0001104,96810,188,339,856,17,1044.73,176,366
1105,SALES_0001105,96548,154,356,931,48,4288.69,151,890
1106,SALES_0001106,63938,60,441,1213,10,1155.71,195,154
1107,SALES_0001107,91692,178,182,1644,7,1183.24,103,863
1108,SALES_0001108,71040,114,62,573,50,1796.51,288,912
1109,SALES_0001109,92910,39,475,1763,11,3276.56,10,1
1110,SALES_0001110,61546,135,407,1466,21,1803.23,244,1046
1111,SALES_0001111,40761,11,94,927,45,4614.48,265,371
1112,SALES_0001112,55458,7,145,522,5,1367.71,112,304
1113,SALES_0001113,5104,32,197,457,12,1296.64,195,1410
1114,SALES_0001114,8915,147,426,1625,42,2661.53,331,807
1115,SALES_0001115,2646,72,351,87,40,1032.2,318,945
1116,SALES_0001116,71179,151,84,1182,42,2643.01,247,143
1117,SALES_0001117,93401,183,283,1423,42,4369.18,212,858
1118,SALES_0001118,42639,72,464,1165,13,4351.11,69,1215
1119,SALES_0001119,70841,17,295,1045,27,3074.82,250,143
1120,SALES_0001120,62868,27,258,1598,11,3681.25,122,1406
1121,SALES_0001121,53535,25,109,21,33,4065.67,312,1401
1122,SALES_0001122,89411,110,20,1623,6,632.16,135,893
1123,SALES_0001123,11169,80,303,249,36,1276.32,304,123
1124,SALES_0001124,82541,55,14,44,34,2922.92,257,699
1125,SALES_0001125,491,149,240,150,50,4438.1,349,296
1126,SALES_0001126,15700,142,207,145,31,3139.75,300,1156
1127,SALES_0001127,11025,65,119,1340,22,1071.99,192,1155
1128,SALES_0001128,38522,113,463,1347,30,4988.21,262,971
1129,SALES_0001129,79055,7,265,1555,35,992.43,272,1432
1130,SALES_0001130,79531,133,308,1780,21,1111.58,251,1107
1131,SALES_0001131,27075,86,169,397,40,2588.56,330,1184
1132,SALES_0001132,81468,50,253,898,20,3674.58,271,909
1133,SALES_0001133,41755,89,137,1054,39,4071.3,325,1325
1134,SALES_0001134,96933,65,300,556,30,590.14,242,468
1135,SALES_0001135,78812,71,455,1907,27,940.57,203,1133
1136,SALES_0001136,1928,144,303,16,3,518.03,33,1436
1137,SALES_0001137,79957,200,5,1939,50,2234.08,345,795
1138,SALES_0001138,81720,105,80,1287,13,4867.6,128,692
1139,SALES_0001139,36389,106,131,706,45,1040.11,256,306
1140,SALES_0001140,23034,127,110,1678,23,2402.56,165,635
1141,SALES_0001141,16189,138,136,1189,18,1492.48,205,1027
1142,SALES_0001142,32845,206,320,840,45,2109.88,191,1034
1143,SALES_0001143,82263,117,146,511,27,735.93,202,803
1144,SALES_0001144,70935,16,481,250,24,4328.89,149,1288
1145,SALES_0001145,91849,17,80,1601,23,3040.65,169,337
1146,SALES_0001146,34345,104,399,1036,49,993.66,277,245
1147,SALES_0001147,9641,28,91,1360,3,4971.72,75,841
1148,SALES_0001148,8334,144,402,1790,12,542.51,201,664
1149,SALES_0001149,3756,89,211,1998,3,3719.25,33,52
1150,SALES_0001150,9944,48,155,1594,37,2386.78,239,1045
1151,SALES_0001151,66009,112,319,1367,24,4523.36,259,294
1152,SALES_0001152,24303,136,337,1896,40,1335.78,316,102
1153,SALES_0001153,40837,199,162,1002,41,4470.45,300,198
1154,SALES_0001154,33681,164,462,951,9,3491.83,161,779
1155,SALES_0001155,12445,35,238,389,3,1724.85,88,740
1156,SALES_0001156,40599,25,144,1663,28,4633.62,81,614
1157,SALES_0001157,62071,127,52,1865,41,878.11,262,1147
1158,SALES_0001158,4126,96,286,355,42,4869.72,300,669
1159,SALES_0001159,94255,183,498,1685,48,1222.63,171,664
1160,SALES_0001160,75615,35,431,416,8,2280.26,152,43
1161,SALES_0001161,26284,196,28,1658,3,3730.66,59,1104
1162,SALES_0001162,24581,132,249,245,3,4269.33,80,505
1163,SALES_0001163,80305,13,61,1890,29,3417.39,299,1189
1164,SALES_0001164,3150,131,398,1081,42,3472.26,339,1283
1165,SALES_0001165,68275,63,361,212,3,3079.65,32,645
1166,SALES_0001166,4136,21,281,1227,49,4377.79,225,923
1167,SALES_0001167,16622,146,428,110,10,3998.45,181,575
1168,SALES_0001168,84308,74,490,818,11,4065.01,80,816
1169,SALES_0001169,76405,84,83,681,35,3798.03,296,914
1170,SALES_0001170,45012,42,1,1348,32,1335.7,292,1345
1171,SALES_0001171,59753,150,68,820,50,4025.21,335,1229
1172,SALES_0001172,48338,196,93,1725,44,3134.72,186,930
1173,SALES_0001173,3305,55,81,845,24,3279.48,146,173
1174,SALES_0001174,36324,204,373,727,30,1046.49,227,998
1175,SALES_0001175,1897,178,173,1202,26,4370.31,186,633
1176,SALES_0001176,36834,61,406,706,27,3101.76,259,431
1177,SALES_0001177,61557,4,306,1902,36,968.91,313,388
1178,SALES_0001178,40226,157,389,1003,42,4738.69,336,669
1179,SALES_0001179,41582,172,351,1025,21,2262.64,254,881
1180,SALES_0001180,59756,164,383,1460,7,2079.23,78,395
1181,SALES_0001181,98799,82,6,286,33,1409.79,312,340
1182,SALES_0001182,15820,194,247,1800,19,1142.89,267,790
1183,SALES_0001183,33081,147,416,1576,23,1155.55,140,1136
1184,SALES_0001184,28901,157,407,168,43,2465.26,116,983
1185,SALES_0001185,4862,134,494,1364,47,1752.67,239,1137
1186,SALES_0001186,87841,81,23,439,30,1168.33,266,421
1187,SALES_0001187,34324,139,384,1059,30,2266.1,259,743
1188,SALES_0001188,25454,172,477,1960,12,2197.18,67,162
1189,SALES_0001189,25600,194,269,484,10,2024.77,193,632
1190,SALES_0001190,49927,89,304,1269,33,2800.87,312,112
1191,SALES_0001191,30631,165,201,411,24,3126.55,242,223
1192,SALES_0001192,85302,53,380,1406,36,668.1,308,171
1193,SALES_0001193,85496,7,142,1044,32,978.74,297,843
1194,SALES_0001194,78710,42,479,1344,11,698.25,102,582
1195,SALES_0001195,82892,175,135,1340,1,4715.42,37,1002
1196,SALES_0001196,17848,64,154,277,15,3807.53,225,1390
1197,SALES_0001197,1075,47,475,435,49,3294.98,227,635
1198,SALES_0001198,67587,15,394,1723,43,612.6,311,170
1199,SALES_0001199,7588,146,359,1376,15,3356.39,177,420
1200,SALES_0001200,55612,97,494,944,7,2901.41,151,1418
1201,SALES_0001201,83341,144,482,515,8,1609.81,149,321
1202,SALES_0001202,1247,101,349,1436,18,1778.95,261,57
1203,SALES_0001203,8397,44,122,1000,28,1977.53,143,653
1204,SALES_0001204,82487,2,220,1262,5,3244.18,131,1379
1205,SALES_0001205,30437,81,453,64,31,3710.23,282,614
1206,SALES_0001206,45250,136,303,1360,29,4104.94,293,665
1207,SALES_0001207,62016,93,164,635,24,592.52,253,109
1208,SALES_0001208,12378,34,334,247,16,4253.48,226,10
1209,SALES_0001209,1955,84,346,212,14,3523.04,201,543
1210,SALES_0001210,7030,163,124,1551,17,4224.81,234,572
1211,SALES_0001211,30261,138,311,1357,46,3376.36,224,150
1212,SALES_0001212,83665,156,484,1303,17,2824.73,171,1391
1213,SALES_0001213,65139,102,121,334,38,4833.17,310,1397
1214,SALES_0001214,15564,193,235,1616,20,2700.08,269,1242
1215,SALES_0001215,21697,104,491,799,44,1751.29,247,905
1216,SALES_0001216,89921,187,373,1297,11,638.1,115,439
1217,SALES_0001217,66016,195,278,349,18,2849.03,224,864
1218,SALES_0001218,3846,80,295,1551,30,1690.77,294,1122
1219,SALES_0001219,98428,188,391,14,41,532.17,324,1184
1220,SALES_0001220,83673,193,424,1349,27,998.5,280,546
1221,SALES_0001221,16932,56,54,1657,2,4825.8,55,1434
1222,SALES_0001222,31457,119,302,1761,18,1424.34,224,1079
1223,SALES_0001223,93040,139,9,1296,13,2298.23,100,983
1224,SALES_0001224,1430,92,274,935,18,4735.03,175,822
1225,SALES_0001225,53691,160,161,639,1,4378.07,39,652
1226,SALES_0001226,83112,41,283,511,37,3989.92,306,686
1227,SALES_0001227,91009,116,134,898,7,3861.7,123,656
1228,SALES_0001228,48339,24,223,825,50,2513.82,301,1001
1229,SALES_0001229,88468,173,415,1499,3,4102.67,67,542
1230,SALES_0001230,3812,60,71,1359,16,603.91,219,679
1231,SALES_0001231,76003,186,192,820,24,4289.7,170,902
1232,SALES_0001232,2755,174,327,741,49,4497.47,274,1191
1233,SALES_0001233,66782,95,373,798,47,2104.62,221,505
1234,SALES_0001234,16438,197,96,1344,31,3972.39,277,432
1235,SALES_0001235,70690,4,27,1933,8,3455.66,139,1404
1236,SALES_0001236,90799,87,300,1425,41,2852.22,286,1399
1237,SALES_0001237,5315,111,310,714,43,2683.63,158,1196
1238,SALES_0001238,89651,10,462,1272,39,3147.22,323,1151
1239,SALES_0001239,20616,158,379,270,7,4814.67,100,430
1240,SALES_0001240,36916,166,391,693,11,4319.78,99,295
1241,SALES_0001241,52291,166,212,464,22,3240.37,190,67
1242,SALES_0001242,86086,205,384,1256,14,3468.39,193,1055
1243,SALES_0001243,96818,7,380,760,8,572.21,104,642
1244,SALES_0001244,16192,183,42,639,23,4465.11,157,283
1245,SALES_0001245,8803,112,453,648,43,3068.55,85,964
1246,SALES_0001246,7563,175,35,1822,31,1027.43,271,461
1247,SALES_0001247,28554,6,124,1834,15,1743.53,175,815
1248,SALES_0001248,95638,21,291,1442,36,923.9,318,1187
1249,SALES_0001249,69913,23,445,574,15,1436.69,190,739
1250,SALES_0001250,45755,28,125,1089,1,4914.62,39,1396
1251,SALES_0001251,60776,203,197,335,31,3914.65,278,1356
1252,SALES_0001252,97663,36,351,805,23,1675.62,278,133
1253,SALES_0001253,47123,126,283,101,48,1760.73,199,982
1254,SALES_0001254,85689,83,151,1760,5,1025.02,136,500
1255,SALES_0001255,6866,71,115,1868,23,4950.97,67,48
1256,SALES_0001256,95985,84,487,1726,23,4122.14,279,1417
1257,SALES_0001257,13369,204,459,1803,43,2804.15,317,708
1258,SALES_0001258,46082,42,200,667,41,4589.99,338,49
1259,SALES_0001259,81654,199,262,397,32,986.31,306,1042
1260,SALES_0001260,63203,124,414,457,29,3981.74,284,840
1261,SALES_0001261,72822,43,434,1140,40,2247.98,316,929
1262,SALES_0001262,93219,72,124,343,50,3379.58,291,996
1263,SALES_0001263,46885,3,312,187,44,4995.39,301,1127
1264,SALES_0001264,96223,73,410,1480,1,1552.24,41,813
1265,SALES_0001265,26006,178,245,252,49,2698.82,217,762
1266,SALES_0001266,17493,50,165,1659,20,3024.47,271,146
1267,SALES_0001267,37273,134,463,1983,50,2108.47,355,390
1268,SALES_0001268,66893,23,345,1610,24,2993.12,289,1034
1269,SALES_0001269,77676,139,427,1494,7,1187.97,144,33
1270,SALES_0001270,58474,93,367,810,28,704.35,151,460
1271,SALES_0001271,66501,60,343,1783,7,1547.54,54,1396
1272,SALES_0001272,98962,164,4,1252,2,867.13,46,828
1273,SALES_0001273,49728,73,216,1534,45,1317.54,275,983
1274,SALES_0001274,13180,162,378,884,42,3817.63,226,157
1275,SALES_0001275,43962,125,131,1570,46,1752.62,211,165
1276,SALES_0001276,49916,208,322,755,20,4656.31,274,927
1277,SALES_0001277,59557,188,231,1251,44,1462.59,309,212
1278,SALES_0001278,58747,26,235,591,19,1535.64,244,254
1279,SALES_0001279,76888,163,321,262,24,3914.55,150,987
1280,SALES_0001280,93597,137,307,1208,29,2795.27,297,797
1281,SALES_0001281,75229,42,451,56,18,4047.63,190,1093
1282,SALES_0001282,27915,154,393,1010,39,2171.72,331,560
1283,SALES_0001283,32896,92,62,1110,23,3779.91,171,1161
1284,SALES_0001284,88863,182,199,1343,4,4655.11,32,1325
1285,SALES_0001285,58831,138,474,1323,39,3490.12,322,651
1286,SALES_0001286,53364,186,94,338,43,1004.81,271,1288
1287,SALES_0001287,29940,91,274,855,35,2306.93,319,711
1288,SALES_0001288,9613,18,249,772,1,4729.33,41,521
1289,SALES_0001289,71262,62,479,1541,40,4328.91,319,144
1290,SALES_0001290,18241,74,312,1410,11,2267.57,51,490
1291,SALES_0001291,368,152,213,291,2,2641.83,27,1321
1292,SALES_0001292,58451,56,69,360,18,4811.45,171,657
1293,SALES_0001293,98273,150,68,909,20,1543.57,270,96
1294,SALES_0001294,99000,104,165,1832,31,2091.3,303,302
1295,SALES_0001295,87279,11,332,1875,44,4601.69,327,1309
1296,SALES_0001296,73434,83,401,981,40,4077.24,337,1331
1297,SALES_0001297,98423,146,481,1389,6,4736.25,110,1073
1298,SALES_0001298,11756,19,349,230,28,4025.79,288,708
1299,SALES_0001299,10540,162,458,1824,46,2660.03,334,1247
1300,SALES_0001300,63409,193,291,1575,8,2313.01,148,126
1301,SALES_0001301,43231,123,422,1861,38,4203.06,263,818
1302,SALES_0001302,80682,197,391,78,36,4445.28,305,547
1303,SALES_0001303,99702,18,289,1230,31,597.74,274,1115
1304,SALES_0001304,57345,172,97,1434,6,4354.28,93,1347
1305,SALES_0001305,90500,175,58,50,16,3196.29,172,550
1306,SALES_0001306,71363,90,210,412,12,3990.18,122,735
1307,SALES_0001307,26263,84,458,102,1,4114.01,37,338
1308,SALES_0001308,85322,109,181,1651,13,4955.95,161,792
1309,SALES_0001309,20082,33,108,1268,20,1210.67,271,968
1310,SALES_0001310,81234,40,123,1739,34,1104.83,273,836
1311,SALES_0001311,48427,40,495,119,31,2677.46,294,1255
1312,SALES_0001312,31357,85,379,1134,3,3422.24,84,287
1313,SALES_0001313,6983,27,9,174,9,548.95,143,1298
1314,SALES_0001314,65815,151,192,415,31,2999.41,285,1148
1315,SALES_0001315,56417,88,270,121,8,3524.45,112,781
1316,SALES_0001316,49730,43,269,1041,8,3998.08,94,191
1317,SALES_0001317,63534,19,450,158,5,1783.82,133,78
1318,SALES_0001318,90168,3,477,1026,18,821.53,228,54
1319,SALES_0001319,1939,112,339,1364,45,4572.12,328,646
1320,SALES_0001320,9860,177,328,326,30,2153.74,243,395
1321,SALES_0001321,90185,73,92,1063,7,4367.1,119,115
1322,SALES_0001322,60524,192,465,1997,4,4566.26,87,993
1323,SALES_0001323,53041,107,252,706,10,1730.38,190,1318
1324,SALES_0001324,74308,190,330,638,26,3120.41,255,325
1325,SALES_0001325,91509,2,192,982,22,4616.14,100,210
1326,SALES_0001326,84080,47,373,1430,21,794.2,240,550
1327,SALES_0001327,43655,47,122,606,42,3008.31,336,211
1328,SALES_0001328,21042,187,176,1573,4,3912.32,77,1431
1329,SALES_0001329,21997,48,158,1624,8,1895.95,166,761
1330,SALES_0001330,94994,84,430,1609,49,4618.79,230,935
1331,SALES_0001331,15356,38,109,1508,25,2929.03,288,880
1332,SALES_0001332,54869,171,453,1403,12,3058.21,61,1296
1333,SALES_0001333,34329,24,91,584,11,4628.73,104,112
1334,SALES_0001334,57834,129,185,1752,36,4968.13,321,1058
1335,SALES_0001335,45904,67,183,1326,35,4950.63,297,420
1336,SALES_0001336,37782,77,471,103,38,4317.74,254,945
1337,SALES_0001337,12441,88,293,1780,35,870.17,282,564
1338,SALES_0001338,10775,203,156,252,13,3670.88,113,1347
1339,SALES_0001339,64067,66,124,436,2,1340.54,51,699
1340,SALES_0001340,56583,207,325,168,42,4983.84,306,1313
1341,SALES_0001341,95133,155,206,1238,27,2280.85,273,1337
1342,SALES_0001342,36620,12,52,323,16,3179.43,135,1259
1343,SALES_0001343,98189,138,488,29,24,2275.57,231,1139
1344,SALES_0001344,54924,15,196,166,24,2683.99,268,886
1345,SALES_0001345,54642,205,438,615,32,533.66,291,284
1346,SALES_0001346,66591,210,448,128,23,789.71,222,639
1347,SALES_0001347,21137,174,86,1171,23,2520.13,191,881
